chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_017941.2,WP_004058350.1,HFX_RS01185,HFX_0240,1131,227507,228637,+,protein_coding,tRNA (guanine(10)-N(2))-dimethyltransferase
NC_017941.2,NA,HFX_RS01190,HFX_0241,1343,228704,230046,+,pseudogene,hypothetical protein
NC_017941.2,WP_004058349.1,HFX_RS01195,HFX_0243,948,230048,230995,+,protein_coding,phosphatase PAP2 family protein
NC_017941.2,WP_004058347.1,HFX_RS01200,HFX_0244,702,231005,231706,-,protein_coding,class I SAM-dependent methyltransferase
NC_017941.2,WP_004058344.1,HFX_RS01205,HFX_0245,1371,231846,233216,-,protein_coding,type I glutamate--ammonia ligase
NC_017941.2,WP_004058341.1,HFX_RS01210,HFX_0246,459,233343,233801,+,protein_coding,Lrp/AsnC family transcriptional regulator
NC_017941.2,WP_004058337.1,HFX_RS01215,HFX_0247,1086,234442,235527,-,protein_coding,aminopeptidase
NC_017941.2,WP_004058335.1,HFX_RS01220,HFX_0248,1026,235646,236671,+,protein_coding,threonine aldolase
NC_017941.2,WP_004058331.1,HFX_RS01230,HFX_0250,945,236901,237845,-,protein_coding,cation transporter
NC_017941.2,WP_004058329.1,HFX_RS01235,HFX_0251,522,237966,238487,+,protein_coding,metallophosphoesterase
NC_017941.2,WP_004058327.1,HFX_RS01240,HFX_0252,906,238722,239627,-,protein_coding,ArsR family transcriptional regulator
NC_017941.2,WP_004058323.1,HFX_RS01245,HFX_0254,1200,239934,241133,+,protein_coding,inorganic phosphate transporter
NC_017941.2,WP_004058321.1,HFX_RS01250,HFX_0255,1398,241262,242659,-,protein_coding,HlyC/CorC family transporter
NC_017941.2,WP_004058320.1,HFX_RS01255,HFX_0256,264,242907,243170,+,protein_coding,glutaredoxin
NC_017941.2,WP_004058319.1,HFX_RS01260,HFX_0257,507,243170,243676,+,protein_coding,peroxiredoxin-like protein
NC_017941.2,WP_004058318.1,HFX_RS01265,HFX_0258,612,243836,244447,+,protein_coding,threonylcarbamoyl-AMP synthase
NC_017941.2,WP_004058317.1,HFX_RS01270,HFX_0259,663,244448,245110,-,protein_coding,Dna2/Cas4 domain-containing protein
NC_017941.2,WP_004058316.1,HFX_RS01275,HFX_0260,1614,245263,246876,+,protein_coding,spermine synthase
NC_017941.2,WP_004058312.1,HFX_RS01280,HFX_0262,186,247199,247384,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058310.1,HFX_RS01285,HFX_0263,234,247921,248154,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058309.1,HFX_RS01290,HFX_0264,387,248503,248889,-,protein_coding,PIN domain-containing protein
NC_017941.2,WP_004058302.1,HFX_RS01295,HFX_0265,225,248886,249110,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058298.1,HFX_RS01305,HFX_0267,567,249581,250147,-,protein_coding,hypothetical protein
NC_017941.2,NA,HFX_RS01310,HFX_0268,73,250321,250393,-,tRNA,tRNA-Pro
NC_017941.2,WP_004058296.1,HFX_RS01315,HFX_0269,1857,250442,252298,-,protein_coding,sodium-coupled transporter
NC_017941.2,WP_004058294.1,HFX_RS01320,HFX_0270,2055,252389,254443,-,protein_coding,DEAD/DEAH box helicase
NC_017941.2,WP_004058293.1,HFX_RS01325,HFX_0271,384,254534,254917,-,protein_coding,cupin domain-containing protein
NC_017941.2,WP_014732077.1,HFX_RS01330,HFX_0272,1173,255003,256175,+,protein_coding,CBS domain-containing protein
NC_017941.2,WP_004058289.1,HFX_RS01335,HFX_0273,873,256197,257069,-,protein_coding,competence/damage-inducible protein A
NC_017941.2,WP_004058287.1,HFX_RS19040,HFX_0274,165,257210,257374,+,protein_coding,DUF1059 domain-containing protein
NC_017941.2,NA,HFX_RS01340,HFX_0275,73,257827,257899,-,tRNA,tRNA-His
NC_017941.2,WP_004058285.1,HFX_RS01345,HFX_0276,462,258025,258486,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058283.1,HFX_RS01350,HFX_0277,414,258528,258941,-,protein_coding,"ribbon-helix-helix protein, CopG family"
NC_017941.2,WP_004058281.1,HFX_RS01355,HFX_0278,591,259097,259687,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058279.1,HFX_RS01360,HFX_0279,936,259688,260623,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058277.1,HFX_RS01365,HFX_0280,285,260772,261056,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058276.1,HFX_RS01370,HFX_0281,1005,261132,262136,+,protein_coding,mannose-1-phosphate guanyltransferase
NC_017941.2,WP_004058273.1,HFX_RS01375,HFX_0282,786,262147,262932,-,protein_coding,KR domain-containing protein
NC_017941.2,WP_004058272.1,HFX_RS01380,HFX_0283,498,263058,263555,-,protein_coding,Tfx family DNA-binding protein
NC_017941.2,WP_004058269.1,HFX_RS01385,HFX_0284,468,263632,264099,-,protein_coding,deoxyribonuclease
NC_017941.2,WP_004058267.1,HFX_RS01390,HFX_0285,570,264222,264791,+,protein_coding,hypothetical protein
NC_017941.2,WP_049917446.1,HFX_RS01395,HFX_0286,996,264898,265893,-,protein_coding,radical SAM protein
NC_017941.2,WP_004058264.1,HFX_RS01400,HFX_0287,1887,266014,267900,+,protein_coding,S9 family peptidase
NC_017941.2,WP_004058261.1,HFX_RS01405,HFX_0288,1134,267965,269098,+,protein_coding,DUF373 domain-containing protein
NC_017941.2,WP_004058258.1,HFX_RS01410,HFX_0289,843,269163,270005,-,protein_coding,polyprenyl synthetase family protein
NC_017941.2,WP_004058257.1,HFX_RS01415,HFX_0290,954,270179,271132,-,protein_coding,electron transfer flavoprotein subunit alpha/FixB family protein
NC_017941.2,WP_004058255.1,HFX_RS01420,HFX_0291,795,271129,271923,-,protein_coding,electron transfer flavoprotein subunit beta/FixA family protein
NC_017941.2,WP_004058253.1,HFX_RS01425,HFX_0292,1143,271992,273134,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058251.1,HFX_RS01430,HFX_0293,1329,273297,274625,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058247.1,HFX_RS01435,HFX_0294,483,274715,275197,+,protein_coding,type IV pilin
NC_017941.2,WP_004058245.1,HFX_RS01440,HFX_0295,627,275267,275893,-,protein_coding,methyltransferase domain-containing protein
NC_017941.2,WP_004058244.1,HFX_RS01445,HFX_0296,333,276049,276381,+,protein_coding,V-type ATP synthase subunit H
NC_017941.2,WP_004058242.1,HFX_RS01450,HFX_0297,2190,276368,278557,+,protein_coding,ATP synthase subunit I
NC_017941.2,WP_004058240.1,HFX_RS01455,HFX_0298,258,278733,278990,+,protein_coding,F0F1 ATP synthase subunit C
NC_017941.2,WP_004058239.1,HFX_RS01460,HFX_0299,585,279011,279595,+,protein_coding,ATP synthase subunit E
NC_017941.2,WP_004058236.1,HFX_RS01465,HFX_0300,1047,279592,280638,+,protein_coding,V-type ATP synthase subunit C
NC_017941.2,WP_004058234.1,HFX_RS01470,HFX_0301,321,280635,280955,+,protein_coding,ATP synthase subunit F
NC_017941.2,WP_004058232.1,HFX_RS01475,HFX_0302,1761,280962,282722,+,protein_coding,ATP synthase subunit A
NC_017941.2,WP_004058230.1,HFX_RS01480,HFX_0303,1407,282727,284133,+,protein_coding,ATP synthase subunit B
NC_017941.2,WP_004058228.1,HFX_RS01485,HFX_0304,2004,284297,286300,+,protein_coding,PAS domain-containing protein
NC_017941.2,WP_004058227.1,HFX_RS01490,HFX_0305,687,286451,287137,+,protein_coding,V-type ATP synthase subunit D
NC_017941.2,WP_004058225.1,HFX_RS01495,HFX_0306,384,287219,287602,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058224.1,HFX_RS01500,HFX_0307,1245,287743,288987,-,protein_coding,peptide chain release factor 1
NC_017941.2,WP_004058222.1,HFX_RS01505,HFX_0308,2079,289118,291196,+,protein_coding,septum site-determining protein MinD
NC_017941.2,WP_004058220.1,HFX_RS01510,HFX_0309,1764,291416,293179,-,protein_coding,arginine--tRNA ligase
NC_017941.2,WP_004058219.1,HFX_RS01515,HFX_0311,714,294014,294727,+,protein_coding,DUF120 domain-containing protein
NC_017941.2,WP_004058218.1,HFX_RS01520,HFX_0312,684,294724,295407,+,protein_coding,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
NC_017941.2,WP_004058215.1,HFX_RS01525,HFX_0313,897,295430,296326,-,protein_coding,NAD(P)-dependent oxidoreductase
NC_017941.2,WP_004058213.1,HFX_RS01530,HFX_0314,939,296418,297356,+,protein_coding,branched-chain amino acid transaminase
NC_017941.2,WP_004058211.1,HFX_RS01535,HFX_0315,642,297433,298074,-,protein_coding,DUF502 domain-containing protein
NC_017941.2,WP_004058209.1,HFX_RS01540,HFX_0316,840,298167,299006,-,protein_coding,proline dehydrogenase
NC_017941.2,WP_004058207.1,HFX_RS01545,HFX_0317,543,299133,299675,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058205.1,HFX_RS01550,HFX_0318,531,299911,300441,+,protein_coding,orotate phosphoribosyltransferase
NC_017941.2,WP_004058204.1,HFX_RS01555,HFX_0319,714,300516,301229,+,protein_coding,adenine phosphoribosyltransferase
NC_017941.2,WP_004058202.1,HFX_RS01560,HFX_0320,1470,301602,303071,+,protein_coding,NCS2 family permease
NC_017941.2,WP_004058193.1,HFX_RS01565,HFX_0321,1389,303221,304609,+,protein_coding,ArsR family transcriptional regulator
NC_017941.2,WP_004058191.1,HFX_RS01570,HFX_0322,255,304708,304962,+,protein_coding,glutaredoxin
NC_017941.2,WP_004058189.1,HFX_RS01575,HFX_0323,975,305050,306024,-,protein_coding,transcriptional regulator
NC_017941.2,WP_004058186.1,HFX_RS01580,HFX_0324,1269,306168,307436,+,protein_coding,DUF1743 domain-containing protein
NC_017941.2,WP_004058184.1,HFX_RS01585,HFX_0325,447,307461,307907,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058181.1,HFX_RS01590,HFX_0326,1101,307983,309083,+,protein_coding,ATP-binding protein
NC_017941.2,WP_004058179.1,HFX_RS01595,HFX_0327,336,309105,309440,+,protein_coding,chromosome condensation protein CrcB
NC_017941.2,WP_004058177.1,HFX_RS01600,HFX_0328,357,309437,309793,+,protein_coding,CrcB family protein
NC_017941.2,NA,HFX_RS01610,HFX_0330,73,310406,310478,-,tRNA,tRNA-Asp
NC_017941.2,NA,HFX_RS01615,HFX_0331,73,310508,310580,-,tRNA,tRNA-Asp
NC_017941.2,WP_004058173.1,HFX_RS01620,HFX_0332,228,310848,311075,+,protein_coding,DNA-directed RNA polymerase subunit H
NC_017941.2,WP_004058171.1,HFX_RS01625,HFX_0333,1566,311072,312637,+,protein_coding,DNA-directed RNA polymerase subunit B''
NC_017941.2,WP_004058169.1,HFX_RS01630,HFX_0334,1830,312639,314468,+,protein_coding,DNA-directed RNA polymerase subunit B
NC_017941.2,WP_004058167.1,HFX_RS01635,HFX_0335,2925,314481,317405,+,protein_coding,DNA-directed RNA polymerase subunit A'
NC_017941.2,WP_004058165.1,HFX_RS01640,HFX_0336,1260,317398,318657,+,protein_coding,DNA-directed RNA polymerase subunit A''
NC_017941.2,WP_004058163.1,HFX_RS01645,HFX_0337,420,318660,319079,+,protein_coding,NusA-like transcription termination signal-binding factor
NC_017941.2,WP_004058161.1,HFX_RS01650,HFX_0340,429,319459,319887,+,protein_coding,30S ribosomal protein S12
NC_017941.2,WP_004058159.1,HFX_RS01655,HFX_0341,615,319890,320504,+,protein_coding,30S ribosomal protein S7
NC_017941.2,WP_004058157.1,HFX_RS01660,HFX_0342,756,320647,321402,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058155.1,HFX_RS01665,HFX_0343,2184,321591,323774,+,protein_coding,elongation factor EF-2
NC_017941.2,WP_004058153.1,HFX_RS01670,HFX_0344,645,323991,324635,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058150.1,HFX_RS01675,HFX_0345,954,324632,325585,+,protein_coding,homoserine dehydrogenase
NC_017941.2,WP_004058148.1,HFX_RS01680,HFX_0346,1266,325776,327041,+,protein_coding,translation elongation factor EF-1 subunit alpha
NC_017941.2,WP_004044563.1,HFX_RS01685,HFX_0347,309,327044,327352,+,protein_coding,30S ribosomal protein S10
NC_017941.2,NA,HFX_RS01690,HFX_0348,72,327612,327683,+,tRNA,tRNA-Ala
NC_017941.2,WP_004058145.1,HFX_RS01695,HFX_0349,372,328172,328543,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058142.1,HFX_RS01700,HFX_0350,1605,328682,330286,+,protein_coding,PAS domain S-box protein
NC_017941.2,WP_004058140.1,HFX_RS01705,HFX_0351,234,330451,330684,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058138.1,HFX_RS01710,HFX_0352,219,330721,330939,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058136.1,HFX_RS01715,HFX_0353,1320,331009,332328,-,protein_coding,RNB domain-containing ribonuclease
NC_017941.2,WP_004058135.1,HFX_RS01720,HFX_0355,318,332466,332783,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058133.1,HFX_RS01725,HFX_0356,480,332929,333408,+,protein_coding,RNA-binding protein
NC_017941.2,WP_004058131.1,HFX_RS01730,HFX_0357,729,333438,334166,-,protein_coding,DUF1028 domain-containing protein
NC_017941.2,WP_004058128.1,HFX_RS01735,HFX_0358,357,334324,334680,+,protein_coding,DUF552 domain-containing protein
NC_017941.2,WP_004058126.1,HFX_RS01740,HFX_0359,2949,334777,337725,+,protein_coding,excinuclease ABC subunit UvrA
NC_017941.2,WP_004058125.1,HFX_RS01745,HFX_0360,1953,337769,339721,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058122.1,HFX_RS01750,HFX_0361,948,339859,340806,+,protein_coding,ABC transporter ATP-binding protein
NC_017941.2,WP_004058120.1,HFX_RS01755,HFX_0362,804,340799,341602,+,protein_coding,ABC transporter
NC_017941.2,WP_004058118.1,HFX_RS01760,HFX_0363,1017,341679,342695,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058116.1,HFX_RS01765,HFX_0364,1083,342778,343860,+,protein_coding,electron-transferring-flavoprotein dehydrogenase / geranylgeranyl hydrogenase-like protein
NC_017941.2,WP_004058115.1,HFX_RS01770,HFX_0365,1140,343894,345033,-,protein_coding,aminomethyl transferase family protein
NC_017941.2,WP_049917444.1,HFX_RS01775,HFX_0366,300,345138,345437,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058113.1,HFX_RS01780,HFX_0367,957,345542,346498,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058112.1,HFX_RS01785,HFX_0368,381,346569,346949,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058110.1,HFX_RS01790,HFX_0369,459,347204,347662,+,protein_coding,universal stress protein
NC_017941.2,WP_004058109.1,HFX_RS01795,HFX_0370,969,347862,348830,+,protein_coding,ROK family protein
NC_017941.2,WP_004058107.1,HFX_RS01800,HFX_0371,1482,349523,351004,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058105.1,HFX_RS01805,HFX_0372,333,351125,351457,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058103.1,HFX_RS01810,HFX_0373,705,351632,352336,-,protein_coding,HAD family hydrolase
NC_017941.2,WP_004058101.1,HFX_RS01815,HFX_0374,1407,352396,353802,-,protein_coding,DUF402 domain-containing protein
NC_017941.2,WP_004058099.1,HFX_RS01820,HFX_0375,375,353799,354173,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058098.1,HFX_RS01825,HFX_0376,1044,354272,355315,+,protein_coding,PrsW family intramembrane metalloprotease
NC_017941.2,WP_004058095.1,HFX_RS01830,HFX_0377,612,355357,355968,-,protein_coding,riboflavin synthase
NC_017941.2,WP_004058093.1,HFX_RS01835,HFX_0378,765,356132,356896,+,protein_coding,DUF502 domain-containing protein
NC_017941.2,WP_004058091.1,HFX_RS01840,HFX_0379,1827,356899,358725,-,protein_coding,SLC13 family permease
NC_017941.2,WP_004058089.1,HFX_RS01845,HFX_0380,243,358846,359088,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058086.1,HFX_RS01850,HFX_0381,1215,359137,360351,-,protein_coding,Xaa-Pro aminopeptidase
NC_017941.2,WP_004058084.1,HFX_RS01855,HFX_0382,1851,360359,362209,-,protein_coding,ATP-dependent helicase
NC_017941.2,WP_049917443.1,HFX_RS19045,HFX_0383,186,362368,362553,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058080.1,HFX_RS01860,HFX_0384,1509,362631,364139,-,protein_coding,carboxypeptidase M32
NC_017941.2,WP_004058072.1,HFX_RS01865,HFX_0385,1095,364499,365593,-,protein_coding,peptidase M20
NC_017941.2,WP_004058070.1,HFX_RS01870,HFX_0386,1635,365710,367344,+,protein_coding,methyl-accepting chemotaxis protein
NC_017941.2,NA,HFX_RS01875,HFX_0387,1876,367429,369304,+,pseudogene,ATPase
NC_017941.2,WP_004058066.1,HFX_RS01880,HFX_0388,294,369402,369695,-,protein_coding,MarR family transcriptional regulator
NC_017941.2,WP_004058063.1,HFX_RS01885,HFX_0389,315,369820,370134,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058061.1,HFX_RS01890,HFX_0390,1815,370137,371951,+,protein_coding,ribosome biogenesis/translation initiation ATPase RLI
NC_017941.2,WP_004058059.1,HFX_RS01895,HFX_0391,858,372124,372981,+,protein_coding,glyoxalase/bleomycin resistance protein/dioxygenase
NC_017941.2,WP_004058057.1,HFX_RS01900,HFX_0392,483,373036,373518,+,protein_coding,YbhB/YbcL family Raf kinase inhibitor-like protein
NC_017941.2,WP_004058055.1,HFX_RS01905,HFX_0393,1017,373543,374559,-,protein_coding,RNA 3'-terminal phosphate cyclase
NC_017941.2,WP_004058053.1,HFX_RS01910,HFX_0394,450,374560,375009,-,protein_coding,universal stress protein
NC_017941.2,WP_004058051.1,HFX_RS01915,HFX_0395,522,375069,375590,-,protein_coding,archemetzincin-like protein
NC_017941.2,WP_004058048.1,HFX_RS01920,HFX_0396,411,375669,376079,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058046.1,HFX_RS01925,HFX_0397,855,376111,376965,+,protein_coding,TIGR01548 family HAD-type hydrolase
NC_017941.2,WP_004058045.1,HFX_RS01930,HFX_0398,207,377005,377211,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058043.1,HFX_RS01935,HFX_0399,669,377281,377949,+,protein_coding,NADPH-dependent F420 reductase
NC_017941.2,WP_004058041.1,HFX_RS01940,HFX_0400,303,378027,378329,-,protein_coding,phosphoribosyl-ATP diphosphatase
NC_017941.2,WP_004058039.1,HFX_RS01945,HFX_0401,609,378412,379020,-,protein_coding,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT
NC_017941.2,WP_004058037.1,HFX_RS01950,HFX_0402,165,379093,379257,-,protein_coding,preprotein translocase subunit Sec61beta
NC_017941.2,WP_004058035.1,HFX_RS01955,HFX_0403,267,379397,379663,+,protein_coding,thioredoxin
NC_017941.2,WP_004058033.1,HFX_RS19050,HFX_0404,147,379792,379938,+,protein_coding,50S ribosomal protein L40e
NC_017941.2,WP_004058031.1,HFX_RS01960,HFX_0405,402,379955,380356,-,protein_coding,hypothetical protein
NC_017941.2,WP_004058028.1,HFX_RS01965,HFX_0406,627,380358,380984,-,protein_coding,MBL fold hydrolase
NC_017941.2,WP_004058026.1,HFX_RS01970,HFX_0407,171,381125,381295,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058024.1,HFX_RS01975,HFX_0408,639,381292,381930,+,protein_coding,DUF99 domain-containing protein
NC_017941.2,WP_004058022.1,HFX_RS01980,HFX_0409,597,381955,382551,+,protein_coding,uracil-DNA glycosylase
NC_017941.2,WP_004058020.1,HFX_RS01985,HFX_0410,1077,382589,383665,-,protein_coding,phosphate/phosphonate ABC transporter permease
NC_017941.2,WP_004058018.1,HFX_RS01990,HFX_0411,747,383662,384408,-,protein_coding,phosphonate ABC transporter ATP-binding protein
NC_017941.2,WP_004058016.1,HFX_RS01995,HFX_0412,933,384470,385402,-,protein_coding,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein
NC_017941.2,WP_004058015.1,HFX_RS02000,HFX_0413,660,385589,386248,+,protein_coding,imidazole glycerol phosphate synthase subunit HisH
NC_017941.2,WP_004058013.1,HFX_RS02005,HFX_0414,807,386303,387109,+,protein_coding,prephenate dehydratase
NC_017941.2,WP_004058011.1,HFX_RS02010,HFX_0415,408,387226,387633,+,protein_coding,Hsp20/alpha crystallin family protein
NC_017941.2,WP_004058009.1,HFX_RS02015,HFX_0416,447,387748,388194,+,protein_coding,Hsp20/alpha crystallin family protein
NC_017941.2,WP_004058008.1,HFX_RS02020,HFX_0417,2877,388401,391277,+,protein_coding,leucine--tRNA ligase
NC_017941.2,WP_014732106.1,HFX_RS02025,HFX_0418,219,391612,391830,+,protein_coding,hypothetical protein
NC_017941.2,WP_004058003.1,HFX_RS02030,HFX_0419,999,391871,392869,-,protein_coding,ornithine cyclodeaminase
NC_017941.2,WP_004058001.1,HFX_RS02035,HFX_0420,192,392987,393178,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057999.1,HFX_RS02045,HFX_0421,426,393428,393853,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057997.1,HFX_RS02050,HFX_0422,1635,393965,395599,-,protein_coding,thermosome subunit
NC_017941.2,WP_004057995.1,HFX_RS02055,HFX_0423,393,395815,396207,-,protein_coding,hypothetical protein
NC_017941.2,NA,HFX_RS02060,HFX_0425,81,396916,396996,-,tRNA,tRNA-Ser
NC_017941.2,WP_004057989.1,HFX_RS02070,HFX_0426,387,397229,397615,-,protein_coding,reactive intermediate/imine deaminase
NC_017941.2,WP_004057987.1,HFX_RS02075,HFX_0427,207,397677,397883,-,protein_coding,hypothetical protein
